# X   Y   E

1.54973 163.685 0
1.54996 136.049 0
1.55019 235.999 0
1.55043 106.544 0
1.55066 34.1962 0
1.55089 126.983 0
1.55112 185.24 0
1.55135 159.106 0
1.55159 162.897 0
1.55182 285.001 0
1.55205 -20.5714 0
1.55228 78.9281 0
1.55252 99.7945 0
1.55275 187.803 0
1.55298 172.086 0
1.55321 132.621 0
1.55345 258.081 0
1.55368 146.427 0
1.55391 73.3997 0
1.55415 84.818 0
1.55438 84.1622 0
1.55461 167.638 0
1.55485 143.373 0
1.55508 179.583 0
1.55531 40.857 0
1.55555 19.281 0
1.55578 65.06 0
1.55601 68.7852 0
1.55625 158.177 0
1.55648 140.36 0
1.55671 115.4 0
1.55695 115.156 0
1.55718 88.5484 0
1.55742 75.1927 0
1.55765 53.0733 0
1.55788 88.5673 0
1.55812 159.42 0
1.55835 146.045 0
1.55859 216.966 0
1.55882 283.792 0
1.55906 148.245 0
1.55929 134.714 0
1.55953 277.599 0
1.55976 166.987 0
1.55999 34.0933 0
1.56023 130.861 0
1.56046 155.558 0
1.5607 268.661 0
1.56093 103.564 0
1.56117 132.692 0
1.5614 145.163 0
1.56164 273.481 0
1.56188 38.7433 0
1.56211 75.5354 0
1.56235 3.94386 0
1.56258 136.36 0
1.56282 57.2155 0
1.56305 113.358 0
1.56329 122.259 0
1.56353 216.58 0
1.56376 131.41 0
1.564 21.084 0
1.56423 139.983 0
1.56447 211.976 0
1.56471 16.1418 0
1.56494 44.4828 0
1.56518 167.476 0
1.56541 112.07 0
1.56565 97.4316 0
1.56589 122.542 0
1.56612 118.734 0
1.56636 217.425 0
1.5666 133.958 0
1.56683 258.251 0
1.56707 175.426 0
1.56731 270.076 0
1.56755 280.698 0
1.56778 173.787 0
1.56802 95.8805 0
1.56826 79.2922 0
1.56849 140.37 0
1.56873 111.815 0
1.56897 -47.5459 0
1.56921 68.3207 0
1.56944 288.357 0
1.56968 43.2582 0
1.56992 120.255 0
1.57016 158.198 0
1.5704 21.1318 0
1.57063 110.718 0
1.57087 111.711 0
1.57111 61.1189 0
1.57135 136.124 0
1.57159 188.372 0
1.57183 164.022 0
1.57206 100.495 0
1.5723 84.8073 0
1.57254 221.801 0
1.57278 98.6115 0
1.57302 76.3699 0
1.57326 161.804 0
1.5735 136.705 0
1.57373 188.583 0
1.57397 165.024 0
1.57421 99.0971 0
1.57445 249.765 0
1.57469 71.0062 0
1.57493 140.395 0
1.57517 109.579 0
1.57541 265.43 0
1.57565 124.007 0
1.57589 98.8189 0
1.57613 183.221 0
1.57637 146.832 0
1.57661 43.4217 0
1.57685 101.407 0
1.57709 61.8528 0
1.57733 241.267 0
1.57757 240.374 0
1.57781 38.5396 0
1.57805 254.741 0
1.57829 370.88 0
1.57853 198.51 0
1.57877 187.746 0
1.57901 -12.7963 0
1.57925 179.735 0
1.57949 188.676 0
1.57973 50.5389 0
1.57997 250.36 0
1.58021 220.723 0
1.58046 125.537 0
1.5807 160.472 0
1.58094 29.8784 0
1.58118 132.83 0
1.58142 129.136 0
1.58166 65.4039 0
1.5819 120.202 0
1.58214 204.766 0
1.58239 182.604 0
1.58263 42.346 0
1.58287 -33.9639 0
1.58311 151.12 0
1.58335 189.718 0
1.58359 200.411 0
1.58384 288.234 0
1.58408 92.0604 0
1.58432 111.011 0
1.58456 169.1 0
1.58481 126.556 0
1.58505 -73.8186 0
1.58529 58.7457 0
1.58553 133.22 0
1.58578 99.9735 0
1.58602 133.303 0
1.58626 277.352 0
1.5865 215.128 0
1.58675 308.302 0
1.58699 233.941 0
1.58723 151.13 0
1.58748 95.6682 0
1.58772 248.342 0
1.58796 98.1359 0
1.58821 23.7675 0
1.58845 309.125 0
1.58869 47.8977 0
1.58894 72.8999 0
1.58918 68.0366 0
1.58942 80.5387 0
1.58967 148.371 0
1.58991 205.22 0
1.59016 88.7848 0
1.5904 120.348 0
1.59064 115.939 0
1.59089 194.549 0
1.59113 230.356 0
1.59138 239.829 0
1.59162 221.278 0
1.59187 251.336 0
1.59211 151.213 0
1.59235 47.6732 0
1.5926 84.2946 0
1.59284 108.724 0
1.59309 21.4382 0
1.59333 97.5925 0
1.59358 99.6243 0
1.59382 60.9471 0
1.59407 44.8252 0
1.59431 8.18808 0
1.59456 119.556 0
1.59481 152.42 0
1.59505 198.043 0
1.5953 204.893 0
1.59554 52.0415 0
1.59579 64.4347 0
1.59603 125.909 0
1.59628 202.722 0
1.59653 159.919 0
1.59677 173.216 0
1.59702 155.759 0
1.59726 182.286 0
1.59751 180.461 0
1.59776 74.2047 0
1.598 220.697 0
1.59825 105.586 0
1.5985 16.7227 0
1.59874 197.174 0
1.59899 160.861 0
1.59924 250.919 0
1.59948 181.184 0
1.59973 93.5099 0
1.59998 179.226 0
1.60022 126.239 0
1.60047 220.631 0
1.60072 79.4906 0
1.60096 77.6268 0
1.60121 64.5672 0
1.60146 177.181 0
1.60171 63.1919 0
1.60195 180.848 0
1.6022 103.241 0
1.60245 137.278 0
1.6027 105.576 0
1.60295 81.1714 0
1.60319 193.054 0
1.60344 190.825 0
1.60369 100.788 0
1.60394 187.385 0
1.60419 193.473 0
1.60443 37.3055 0
1.60468 69.2863 0
1.60493 139.508 0
1.60518 101.992 0
1.60543 122.865 0
1.60568 305.753 0
1.60593 195.238 0
1.60618 31.9577 0
1.60642 130.736 0
1.60667 220.471 0
1.60692 88.1985 0
1.60717 210.371 0
1.60742 42.7356 0
1.60767 118.386 0
1.60792 228.407 0
1.60817 210.157 0
1.60842 94.6597 0
1.60867 41.9234 0
1.60892 169.143 0
1.60917 108.276 0
1.60942 58.5735 0
1.60967 159.09 0
1.60992 192.413 0
1.61017 240.143 0
1.61042 129.982 0
1.61067 100.515 0
1.61092 104.22 0
1.61117 88.8083 0
1.61142 226.019 0
1.61167 40.8811 0
1.61192 120.365 0
1.61217 324.465 0
1.61242 187.163 0
1.61267 178.147 0
1.61293 160.988 0
1.61318 125.576 0
1.61343 186.483 0
1.61368 160.089 0
1.61393 172.479 0
1.61418 230.356 0
1.61443 179.957 0
